w,x,chain,latitude,longitude
13900,25240,Loran9960,41.67167,70.1
13910,25240,Loran9960,41.65833,70.135
13920,25240,Loran9960,41.64333,70.15167
13930,25240,Loran9960,41.63,70.17
13940,25240,Loran9960,41.61333,70.18833
13950,25240,Loran9960,41.59833,70.205
13960,25240,Loran9960,41.56667,70.22167
13970,25240,Loran9960,41.55,70.23833
13980,25240,Loran9960,41.53333,70.255
13990,25240,Loran9960,41.53167,70.27
14000,25240,Loran9960,41.51333,70.28667
11800,25250,Loran9960,43.245,61.95333
11810,25250,Loran9960,43.235,62.06333
11820,25250,Loran9960,43.22667,62.17
11830,25250,Loran9960,43.21667,62.27333
11840,25250,Loran9960,43.20833,62.375
11850,25250,Loran9960,43.19833,62.475
11860,25250,Loran9960,43.19,62.57167
11870,25250,Loran9960,43.18,62.66667
11880,25250,Loran9960,43.17167,62.76
11890,25250,Loran9960,43.16333,62.85
11900,25250,Loran9960,43.155,62.93833
11910,25250,Loran9960,43.14667,63.02667
11920,25250,Loran9960,43.13667,63.11167
11930,25250,Loran9960,43.12833,63.195
11940,25250,Loran9960,43.12,63.27667
11950,25250,Loran9960,43.11167,63.35667
11960,25250,Loran9960,43.10333,63.435
11970,25250,Loran9960,43.09667,63.51167
11980,25250,Loran9960,43.08833,63.58667
11990,25250,Loran9960,43.08,63.66167
12000,25250,Loran9960,43.07167,63.735
12010,25250,Loran9960,43.06333,63.80667
12020,25250,Loran9960,43.05667,63.87667
12030,25250,Loran9960,43.04833,63.94667
12040,25250,Loran9960,43.04167,64.01333
12050,25250,Loran9960,43.03333,64.08167
12060,25250,Loran9960,43.02667,64.14667
12070,25250,Loran9960,43.01833,64.21167
12080,25250,Loran9960,43.01167,64.275
12090,25250,Loran9960,43.00333,64.33833
12100,25250,Loran9960,42.99667,64.4
12110,25250,Loran9960,42.98833,64.46167
12120,25250,Loran9960,42.98167,64.52167
12130,25250,Loran9960,42.975,64.58
12140,25250,Loran9960,42.96667,64.63833
12150,25250,Loran9960,42.96,64.69667
12160,25250,Loran9960,42.95333,64.75333
12170,25250,Loran9960,42.94667,64.81
12180,25250,Loran9960,42.93833,64.865
12190,25250,Loran9960,42.93167,64.91833
12200,25250,Loran9960,42.925,64.97333
12210,25250,Loran9960,42.91833,65.02667
12220,25250,Loran9960,42.91167,65.07833
12230,25250,Loran9960,42.905,65.13
12240,25250,Loran9960,42.89833,65.18167
12250,25250,Loran9960,42.89167,65.23167
12260,25250,Loran9960,42.885,65.28167
12270,25250,Loran9960,42.87833,65.33167
12280,25250,Loran9960,42.87167,65.38
12290,25250,Loran9960,42.865,65.42833
12300,25250,Loran9960,42.85833,65.47667
12310,25250,Loran9960,42.85167,65.52333
12320,25250,Loran9960,42.845,65.57
12330,25250,Loran9960,42.83833,65.61667
12340,25250,Loran9960,42.83167,65.66333
12350,25250,Loran9960,42.82667,65.70833
12360,25250,Loran9960,42.82,65.75333
12370,25250,Loran9960,42.81333,65.79667
12380,25250,Loran9960,42.80667,65.84167
12390,25250,Loran9960,42.8,65.885
12400,25250,Loran9960,42.795,65.92833
12410,25250,Loran9960,42.78833,65.97
12420,25250,Loran9960,42.78167,66.01333
12430,25250,Loran9960,42.775,66.055
12440,25250,Loran9960,42.77,66.09667
12450,25250,Loran9960,42.76333,66.13667
12460,25250,Loran9960,42.75667,66.17833
12470,25250,Loran9960,42.75167,66.21833
12480,25250,Loran9960,42.745,66.25833
12490,25250,Loran9960,42.73833,66.298330000000007
12500,25250,Loran9960,42.73167,66.33833
12510,25250,Loran9960,42.72667,66.37667
12520,25250,Loran9960,42.72,66.415
12530,25250,Loran9960,42.71333,66.45333
12540,25250,Loran9960,42.70833,66.49167
12550,25250,Loran9960,42.70167,66.53
12560,25250,Loran9960,42.69667,66.56833
12570,25250,Loran9960,42.69,66.605
12580,25250,Loran9960,42.68333,66.64167
12590,25250,Loran9960,42.67833,66.67833
12600,25250,Loran9960,42.67167,66.715
12610,25250,Loran9960,42.665,66.75167
12620,25250,Loran9960,42.66,66.78667
12630,25250,Loran9960,42.65333,66.82333
12640,25250,Loran9960,42.64667,66.85833
12650,25250,Loran9960,42.64167,66.89333
12660,25250,Loran9960,42.635,66.92833
12670,25250,Loran9960,42.63,66.96333
12680,25250,Loran9960,42.62333,66.99667
12690,25250,Loran9960,42.61833,67.03167
12700,25250,Loran9960,42.61167,67.065
12710,25250,Loran9960,42.605,67.09833
12720,25250,Loran9960,42.58333,67.11667
12730,25250,Loran9960,42.59333,67.15
12740,25250,Loran9960,42.58833,67.18333
12750,25250,Loran9960,42.58167,67.23167
12760,25250,Loran9960,42.575,67.265
12770,25250,Loran9960,42.57,67.29667
12780,25250,Loran9960,42.56333,67.33
12790,25250,Loran9960,42.55833,67.36167
12800,25250,Loran9960,42.55167,67.39333
12810,25250,Loran9960,42.54667,67.42667
12820,25250,Loran9960,42.54,67.45667
12830,25250,Loran9960,42.53333,67.48833
12840,25250,Loran9960,42.52833,67.52
12850,25250,Loran9960,42.52167,67.55167
12860,25250,Loran9960,42.515,67.58167
12870,25250,Loran9960,42.51,67.61333
12880,25250,Loran9960,42.50333,67.64333
12890,25250,Loran9960,42.49667,67.673330000000007
12900,25250,Loran9960,42.49167,67.70333
12910,25250,Loran9960,42.485,67.73333
12920,25250,Loran9960,42.48,67.76333
12930,25250,Loran9960,42.47333,67.79333
12940,25250,Loran9960,42.46667,67.82333
12950,25250,Loran9960,42.46167,67.85333
12960,25250,Loran9960,42.455,67.88167
12970,25250,Loran9960,42.44833,67.91167
12980,25250,Loran9960,42.44333,67.94
12990,25250,Loran9960,42.43667,67.96833
13000,25250,Loran9960,42.43,67.99833
13010,25250,Loran9960,42.425,68.02667
13020,25250,Loran9960,42.41833,68.055
13030,25250,Loran9960,42.41167,68.08333
13040,25250,Loran9960,42.405,68.11167
